name,SubCategory,OS,Country,City,Support Group,Virtual,Shared
MDDCNSZFS01,Windows,Win2003,CHINA,SUZHOU,WINDOWS L1,FALSE,FALSE
MDDCNSZHHT01,Windows,Win2003,CHINA,SUZHOU,WINDOWS L1,FALSE,FALSE
MDDCNSZHHT02,Windows,Win2003,CHINA,SUZHOU,WINDOWS L1,FALSE,FALSE
MDDCNSZIT01,Windows,Win2003 Enterprise x64,CHINA,SUZHOU,WINDOWS L1,FALSE,FALSE
MDDCNSZTREX,Windows,Win2003,CHINA,SUZHOU,WINDOWS L1,FALSE,FALSE
MDDCOBOAACC1,Windows,Win2008 R2,COLOMBIA,BOGOTA,WINDOWS L1,FALSE,FALSE
MDDCOBOFMP1,Windows,Win2003 Enterprise x64,COLOMBIA,BOGOTA,WINDOWS L1,FALSE,FALSE
MDDE1B01,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,TRUE,TRUE
MDDE1B01-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1B02,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,TRUE,TRUE
MDDE1B02-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1B03,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,FALSE,TRUE
MDDE1B03-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1B04,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,FALSE,TRUE
MDDE1B04-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1D01,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,TRUE,TRUE
MDDE1D01-FRAME,HP Frame,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1D01-NPAR,HP Frame NPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1D01-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1D02,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,TRUE,TRUE
MDDE1D02-FRAME,HP Frame,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1D02-NPAR,HP Frame NPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1D02-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1D03,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,TRUE,TRUE
MDDE1D03-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1D04,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,FALSE,TRUE
MDDE1D04-FRAME,HP Frame,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1D04-NPAR,HP Frame NPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1D04-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1L01,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,FALSE,TRUE
MDDE1L01-FRAME,HP Frame,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1L01-NPAR,HP Frame NPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1L01-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1L02,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,FALSE,TRUE
MDDE1L02-FRAME,HP Frame,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1L02-NPAR,HP Frame NPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1L02-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1L03,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,FALSE,TRUE
MDDE1L03-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1L04,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,FALSE,TRUE
MDDE1L04-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1L05,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,FALSE,TRUE
MDDE1L05-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1L06,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,FALSE,TRUE
MDDE1L06-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1X51,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,FALSE,FALSE
MDDE1X51-FRAME,HP Frame,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1X51-NPAR,HP Frame NPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1X51-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1X53,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,FALSE,FALSE
MDDE1X53-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDE1X54,HPUX,HP-UX 11i v2,BELGIUM,BEERSE,UNIX L1,FALSE,FALSE
MDDE1X54-VPAR,HP Frame VPAR,,BELGIUM,BEERSE,UNIX L1,FALSE,
MDDMXMCDELTA01,Windows,Win2003,MEXICO,MEXICO CITY,WINDOWS L1,FALSE,FALSE
MDDMXMCFPS01,Windows,Win2003 Enterprise,MEXICO,MEXICO CITY,WINDOWS L1,FALSE,FALSE
MDDMXMCHPP01,Windows,Win2003,MEXICO,MEXICO CITY,WINDOWS L1,FALSE,FALSE
MDDMXMCJNJDC2,Windows,Win2008 R2,MEXICO,MEXICO CITY,WINDOWS L1,TRUE,FALSE
MDDMXMCLADC5,Windows,Win2008 R2,MEXICO,MEXICO CITY,WINDOWS L1,TRUE,FALSE
MDDMXMCPS001,Windows,,MEXICO,MEXICO CITY,WINDOWS L1,FALSE,FALSE
MDDMXMCPS002,Windows,Win2003 Standard x64,MEXICO,MEXICO CITY,WINDOWS L1,TRUE,FALSE
MDDMXMCPS02,Windows,Win2008 R2,MEXICO,MEXICO CITY,WINDOWS L1,FALSE,FALSE
MDDMXMCSCCMS01,Windows,Win2003 Standard x64,MEXICO,MEXICO CITY,WINDOWS L1,TRUE,FALSE
MDDMXMCVMH001,VMWare,VMware ESX Server 3.5.0,MEXICO,MEXICO CITY,VIRTUALIZATION L1,FALSE,TRUE
MDDMXMCVMH002,VMWare,VMware ESXi Server 5.0,MEXICO,MEXICO CITY,VIRTUALIZATION L1,FALSE,FALSE
MDDSASQ1,HPUX,HP-UX 11i v3,UNITED STATES,MORRIS PLAINS,UNIX L1,FALSE,FALSE
MDDSZED1,HPUX,HP-UX 11i v2,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
MDDSZEP1,HPUX,HP-UX 11i v2,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
MDDSZEQ1,HPUX,HP-UX 11i v2,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
MDDUYMOFPS01,Windows,Microsoft Windows 2000 Server,URUGUAY,MONTEVIDEO,WINDOWS L1,FALSE,FALSE
MDDUYMOPS001,Windows,,URUGUAY,MONTEVIDEO,WINDOWS L1,FALSE,FALSE
MDDUYMOPS002,Windows,,URUGUAY,MONTEVIDEO,WINDOWS L1,FALSE,FALSE
MDDUYMOSCCMS01,Windows,,URUGUAY,MONTEVIDEO,WINDOWS L1,FALSE,FALSE
MDDXRDD1,HPUX,HP-UX 11i v3,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
MDDXRDD1-NPAR,HP Frame NPAR,,UNITED STATES,RARITAN,UNIX L1,FALSE,
MDDXRDD2,HPUX,HP-UX 11i v3,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
MDDXRDD2-NPAR,HP Frame NPAR,,UNITED STATES,RARITAN,UNIX L1,FALSE,
MDDXRD-FRAME01,HP Frame,,UNITED STATES,RARITAN,UNIX L1,FALSE,
MDDXRD-FRAME02_OLD,HP Frame,,UNITED STATES,RARITAN,UNIX L1,FALSE,
MDDXRD-FRAME03,HP Frame,,UNITED STATES,RARITAN,UNIX L1,FALSE,
MDDXRD-FRAME04,HP Frame,,UNITED STATES,RARITAN,UNIX L1,FALSE,
MDDXRD-FRAME05,HP Frame,,UNITED STATES,RARITAN,UNIX L1,FALSE,
MDJDMDV1,HPUX,,,UNKNOWN,UNIX L1,FALSE,FALSE
MDJDMDV2,HPUX,,,UNKNOWN,UNIX L1,FALSE,FALSE
MDJDMQA1,HPUX,,,UNKNOWN,UNIX L1,FALSE,FALSE
MDJDMQA2,HPUX,,,UNKNOWN,UNIX L1,FALSE,FALSE
MDMSRP01,HPUX,HP-UX 11i v3,UNITED STATES,RARITAN,UNIX L1,FALSE,FALSE
MEDATSCSMSS01,Windows,Microsoft Windows 2000 Server,,,,FALSE,FALSE
MEDATSCSNBU01,Windows,Microsoft Windows 2000 Server,AUSTRIA,SCHWECHAT,WINDOWS L1,FALSE,FALSE
MEDATVICON01,Windows,Win2003,AUSTRIA,WIEN,WINDOWS L1,FALSE,FALSE
MEDATVIFPS01XX,Windows,Microsoft Windows 2000 Server,AUSTRIA,WIEN,WINDOWS L1,FALSE,FALSE
MEDATVIITR01,Windows,Win2003,AUSTRIA,WIEN,WINDOWS L1,FALSE,FALSE
MEDAUNRAACCP1,Windows,Win2008 R2,AUSTRALIA,SYDNEY,WINDOWS L1,FALSE,FALSE
MEDBEBEDMO1P,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
MEDBEBEIIS01,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
MEDBEBEIIS02,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
MEDBEBESVC11,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
MEDBEBESVC12,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
MEDBEBESVC13,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
MEDBEBESVC15N1,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
MEDBEBESVC15N2,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
MEDBEBESVC16,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
MEDBEDIARC01,Windows,Win2003,NETHERLANDS,AMERSFOORT,WINDOWS L1,FALSE,FALSE
MEDBESVC03,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
MEDBESVC04,Windows,Win2003 Enterprise,BELGIUM,BEERSE,WINDOWS L1,TRUE,FALSE
MEDBESVC07,Windows,Win2003,BELGIUM,BEERSE,WINDOWS L1,FALSE,FALSE
MEDBRSPFINANCE,Windows,Win2003,BRAZIL,SAO PAULO,WINDOWS L1,FALSE,FALSE
MEDCAMADCLD03,Windows,Win2003,CANADA,TORONTO,WINDOWS L1,TRUE,FALSE
MEDCAMADCLP03,Windows,Win2003,CANADA,TORONTO,WINDOWS L1,FALSE,FALSE
MEDCAMAFED02,Windows,Win2003,UNITED STATES,RARITAN,WINDOWS L1,TRUE,FALSE
MEDCAMAJDE01,Windows,Win2003,CANADA,TORONTO,WINDOWS L1,FALSE,FALSE
MEDCAMAPS001,Windows,Win2003 Standard x64,CANADA,MARKHAM,WINDOWS L1,FALSE,FALSE
MEDCAMAPS002,Windows,Win2003 Standard x64,CANADA,MARKHAM,WINDOWS L1,TRUE,FALSE
MEDCAMASCCMS01,Windows,Win2003 Standard x64,CANADA,MARKHAM,WINDOWS L1,TRUE,FALSE
MEDCAMAVMH001,VMWare,VMware ESX Server 3.5.0,CANADA,MARKHAM,VIRTUALIZATION L1,FALSE,TRUE
MEDDEV1,HPUX,HP-UX 11i v1,AUSTRALIA,SYDNEY,UNIX L1,TRUE,FALSE
MEDDEV1-MEDTEST1,HP Frame NPAR,,AUSTRALIA,SYDNEY,UNIX L1,FALSE,
MEDDEV1-VPAR,HP Frame VPAR,,AUSTRALIA,SYDNEY,UNIX L1,FALSE,
MEDEGCAEUDC5,Windows,Win2008 R2,EGYPT,CAIRO,WINDOWS L1,TRUE,FALSE
MEDEGCAJNJDC2,Windows,Win2008 R2,EGYPT,CAIRO,WINDOWS L1,TRUE,FALSE
MEDEGCAPS001,Windows,Win2003 Standard x64,EGYPT,CAIRO,WINDOWS L1,TRUE,FALSE
MEDEGCASCCMS01,Windows,Win2003 Standard x64,EGYPT,CAIRO,WINDOWS L1,TRUE,FALSE
MEDEGCAVMH001,VMWare,VMware ESX Server 3.5.0,EGYPT,CAIRO,VIRTUALIZATION L1,FALSE,TRUE
MEDEGCAVMH002,VMWare,VMware ESXi Server 5.0,EGYPT,CAIRO,VIRTUALIZATION L1,FALSE,FALSE
MEDEGCAWEBS01,Windows,Win2003,EGYPT,CAIRO,WINDOWS L1,FALSE,FALSE
MEDGBBRPS002,Windows,Win2003 Standard x64,UNITED KINGDOM,PINEWOOD,WINDOWS L1,TRUE,FALSE
MEDGBBRREC01,Windows,Win2003,UNITED KINGDOM,PINEWOOD,WINDOWS L1,FALSE,FALSE
MEDGBBRSEC01,Windows,Win2003,UNITED KINGDOM,HIGH WYCOMBE,WINDOWS L1,FALSE,FALSE
MEDGBBRVMH001,VMWare,VMware ESX Server 3.5.0,UNITED KINGDOM,PINEWOOD,VIRTUALIZATION L1,FALSE,TRUE
MEDGBGAPS002,Windows,,UNITED KINGDOM,GARGRAVE,WINDOWS L1,FALSE,FALSE
MEDHKKOAPP1,Windows,Win2003,HONG KONG,HONG KONG,WINDOWS L1,FALSE,FALSE
MEDHKKOAPP2,Windows,Win2003,HONG KONG,HONG KONG,WINDOWS L1,FALSE,FALSE
MEDHKKOBIZ1,Windows,Win2003,HONG KONG,HONG KONG,WINDOWS L1,FALSE,FALSE
MEDHKKOBIZ2,Windows,Win2003,HONG KONG,HONG KONG,WINDOWS L1,FALSE,FALSE
MEDHKKODEV2,Windows,Win2003,HONG KONG,HONG KONG,WINDOWS L1,TRUE,FALSE
MEDIDJKFPS1,Windows,Microsoft Windows 2000 Server,,,,FALSE,FALSE
MEDIDJKFPS1XX,Windows,Microsoft Windows 2000 Server,INDONESIA,JAKARTA,WINDOWS L1,FALSE,FALSE
MEDJPTOADP03,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOADP04,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOADP05,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOADP06,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOAQA01,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOAQA03,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOAQA04,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOAQA05,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOAQA06,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOAS400(SIS),AS400,,JAPAN,TOKYO,BUIT MANAGED,FALSE,
MEDJPTOCMS01,Windows,Win2003 Enterprise,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOCMS02,Windows,Win2003 Enterprise,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTODSP01,Windows,Win2003 Enterprise,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTODSP02,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOEIP07,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOLS01,Windows,Win2008 R2,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTORDP01,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTORFG01,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOSAS01,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOSBX01,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOSQL01,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOSQL03N1,Windows,Win2003 Enterprise,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOSQL03N2,Windows,Win2003 Enterprise,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOSQL04,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOSVC01,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPTOWCM2,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPYOWWW05,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPYOWWW06,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPYOWWW08N1,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDJPYOWWW08N2,Windows,Win2003,JAPAN,TOKYO,WINDOWS JAPAN OPS,FALSE,FALSE
MEDNLAMNBU01,Windows,Microsoft Windows 2000 Server,NETHERLANDS,AMERSFOORT,WINDOWS L1,FALSE,FALSE
MEDNLAMPS001,Windows,Win2003 Standard x64,NETHERLANDS,AMERSFOORT,WINDOWS L1,TRUE,FALSE
MEDNLAMSCCMS01,Windows,Win2003 Standard x64,NETHERLANDS,ALMERE,WINDOWS L1,TRUE,FALSE
MEDNLAMSQL02,Windows,Win2003,NETHERLANDS,AMERSFOORT,WINDOWS L1,FALSE,FALSE
MEDNLAMVMH001,VMWare,VMware ESX Server 3.5.0,NETHERLANDS,AMERSFOORT,VIRTUALIZATION L1,FALSE,TRUE
MEDNZNMAPDC5,Windows,Win2008 R2,NEW ZEALAND,AUCKLAND,WINDOWS L1,TRUE,FALSE
MEDNZNMJNJDC2,Windows,Win2008 R2,NEW ZEALAND,AUCKLAND,WINDOWS L1,TRUE,FALSE
MEDNZNMPS002,Windows,Win2008 R2,NEW ZEALAND,AUCKLAND,WINDOWS L1,TRUE,FALSE
MEDNZNMSCCMS01,Windows,Win2008 R2,NEW ZEALAND,AUCKLAND,WINDOWS L1,TRUE,FALSE
MEDNZNMVMH001,VMWare,VMware ESXi Server 5.0,NEW ZEALAND,AUCKLAND,VIRTUALIZATION L1,FALSE,FALSE
MEDPROD1,HPUX,HP-UX 11i v1,AUSTRALIA,SYDNEY,UNIX L1,FALSE,FALSE
MEDPROD1-FRAME,HP Frame,,AUSTRALIA,SYDNEY,UNIX L1,FALSE,
MEDPROD1-NPAR,HP Frame NPAR,,AUSTRALIA,SYDNEY,UNIX L1,FALSE,
MEDSGSGAACC1,Windows,Win2008 R2,SINGAPORE,SINGAPORE,WINDOWS L1,FALSE,FALSE
MEDTWTPAPS02,Windows,Win2003,TAIWAN,TAIPEI,WINDOWS L1,FALSE,FALSE
MEDTWTPAPS03,Windows,Win2003,TAIWAN,TAIPEI,BUIT MANAGED,FALSE,FALSE
MEDTWTPAPS05,Windows,Win2003,TAIWAN,TAIPEI,WINDOWS L1,FALSE,FALSE
MEDTWTPFPS01,Windows,Win2003,TAIWAN,TAIPEI,BUIT MANAGED,FALSE,FALSE
MEDTWTPNTS01,Windows,Win2003 Enterprise,TAIWAN,TAIPEI,WINDOWS L1,FALSE,FALSE
MEDTWTPNTS03,Windows,Win2003,TAIWAN,TAIPEI,BUIT MANAGED,FALSE,FALSE
MEDUSMPLS02TV,Windows,Win2008 R2,UNITED STATES,MORRIS PLAINS,WINDOWS JAPAN OPS,TRUE,FALSE
MEDUSMPLS03DV,Windows,Win2008 R2,UNITED STATES,MORRIS PLAINS,WINDOWS JAPAN OPS,TRUE,FALSE
MEXCHC01,AS400,,MEXICO,MEXICO CITY,AS400,FALSE,
MFWDBP1,HPUX,HP-UX 11i v3,UNITED STATES,FORT WASHINGTON,UNIX L1,FALSE,FALSE
MFWDBP2,HPUX,HP-UX 11i v3,UNITED STATES,FORT WASHINGTON,UNIX L1,FALSE,FALSE
MFWDBQ1,HPUX,HP-UX 11i v3,UNITED STATES,FORT WASHINGTON,UNIX L1,FALSE,FALSE
MININT-03U7EHO,Windows,Win2008 R2,,,,TRUE,FALSE
MININT-89D75DF,Windows,Win2008 R2,,,,TRUE,FALSE
MININT-8E5MEPV,Windows,Win2008 R2,,,,TRUE,FALSE
MININT-GU2NVRN,Windows,Win2008 R2,,,,TRUE,FALSE
MININT-J0QJH3S,Windows,Win2008 R2,,,,TRUE,FALSE
MININT-K14PMDB,Windows,Win2008 R2,,,,TRUE,FALSE
MININT-KMBGIB9,Windows,Win2008 R2,,,,FALSE,FALSE
MININT-PR9GOOO,Windows,Win2008 R2,,,,TRUE,FALSE
MININT-RC79S4A,Windows,Win2008 R2,,,,TRUE,FALSE
MININT-RFJT8GC,Windows,Win2008 R2,,,,TRUE,FALSE
MININT-VD4CQ97,Windows,Win2008 R2,,,,TRUE,FALSE
MJ01020,Linux,,UNITED STATES,RARITAN,LINUX L1,FALSE,FALSE
MJ01021,Linux,,UNITED STATES,RARITAN,LINUX L1,FALSE,FALSE
MJ01022,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
MJ01023,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
MJ01025,Windows,,UNITED STATES,RARITAN,WINDOWS L1,FALSE,FALSE
MJ26GXL,Linux,,UNITED STATES,SPRING HOUSE,LINUX L1,FALSE,FALSE
MJ26GXM,Linux,,UNITED STATES,SPRING HOUSE,LINUX L1,FALSE,FALSE
MJ26GXN,Linux,,UNITED STATES,SPRING HOUSE,LINUX L1,FALSE,FALSE
MJ26GXP,Linux,,UNITED STATES,SPRING HOUSE,LINUX L1,FALSE,FALSE
MJ26RWC,Linux,,UNITED STATES,SPRING HOUSE,LINUX L1,FALSE,FALSE
MJ26RWF,Linux,,UNITED STATES,SPRING HOUSE,LINUX L1,FALSE,FALSE
MJ26RXZ,Linux,,UNITED STATES,LA JOLLA,LINUX L1,FALSE,FALSE
MJ289543,Linux,,UNITED STATES,LA JOLLA,LINUX L1,FALSE,FALSE
MJ289544,Linux,,UNITED STATES,LA JOLLA,LINUX L1,FALSE,FALSE
MJ30K3M,Server,,,,,FALSE,FALSE
MJ31WBP,Windows,,UNITED STATES,IRWINDALE,WINDOWS L1,FALSE,TRUE
MJ37698,Windows,,,,BUIT MANAGED,FALSE,FALSE
MJ84TP6,Linux,,UNITED STATES,SPRING HOUSE,LINUX L1,FALSE,FALSE
MJELN76,Windows,,,,WINDOWS L1,FALSE,
MJEVC12,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,
MJFHLB0,Server,,,,,FALSE,FALSE
MJFHLB1,Windows,,UNITED STATES,RADNOR,WINDOWS L1,FALSE,
MJFHLB2,Server,,,,,FALSE,FALSE
MJFHLB3,Windows,,UNITED STATES,RADNOR,WINDOWS L1,FALSE,
MJFHLB4,Windows,,UNITED STATES,RADNOR,WINDOWS L1,FALSE,
MJFHLB5,Windows,,UNITED STATES,RADNOR,WINDOWS L1,FALSE,
MJFHLB7,Windows,,,,WINDOWS L1,FALSE,
MJFHLB8,Windows,,UNITED STATES,RADNOR,WINDOWS L1,FALSE,
MJFHLB9,Windows,,UNITED STATES,RADNOR,WINDOWS L1,FALSE,
MJFHLC0,Windows,,UNITED STATES,RADNOR,WINDOWS L1,FALSE,FALSE
MJFHLC1,Server,,,,,FALSE,FALSE
MJFHLC2,Windows,,UNITED STATES,RADNOR,WINDOWS L1,FALSE,
MJFHLC3,Server,,,,,FALSE,FALSE
MJFHLC4,Windows,,UNITED STATES,RADNOR,WINDOWS L1,FALSE,
MJFHLC5,Server,,,,,FALSE,FALSE
MJFHLC6,Server,,,,,FALSE,FALSE
MJFHLC7,Windows,,UNITED STATES,RADNOR,WINDOWS L1,FALSE,
MJGKC27,Linux,,UNITED STATES,SPRING HOUSE,LINUX L1,FALSE,FALSE
MJGKCZ7,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,
MJGKCZ9,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,
MJGKDA0,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,FALSE
MJGKDA3,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,
MJGKXZ9,Linux,,UNITED STATES,SPRING HOUSE,LINUX L1,FALSE,FALSE
MJLWB77,Server,,,,,FALSE,FALSE
MJNLYX6,Linux,,UNITED STATES,LA JOLLA,LINUX L1,FALSE,FALSE
MJPCB73,Windows,,,,WINDOWS L1,FALSE,
MJPCB74,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,
MJPCB75,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,
MJPCB76,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,
MJPCB77,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,
MJPCB78,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,
MJPCB79,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,
MJPCB80,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,
MJPR8X8,Windows,,,,BUIT MANAGED,FALSE,FALSE
MJPRBY0,Windows,,,,BUIT MANAGED,FALSE,FALSE
MJPVY12,Windows,,UNITED STATES,SPRING HOUSE,WINDOWS L1,FALSE,
MJYAMZW,Linux,,UNITED STATES,RARITAN,LINUX L1,FALSE,FALSE
MJYAMZX,Linux,,,,LINUX L1,FALSE,FALSE
MJYAMZY,Linux,,UNITED STATES,TITUSVILLE,LINUX L1,FALSE,FALSE
MJYANFW,Linux,,UNITED STATES,TITUSVILLE,LINUX L1,FALSE,FALSE
MJZ6ED3,Windows,,,,BUIT MANAGED,FALSE,FALSE
MLAPP3,Windows,,NETHERLANDS,LEIDEN,WINDOWS L1,FALSE,FALSE
MLBACKUP,Windows,,NETHERLANDS,LEIDEN,WINDOWS L1,FALSE,FALSE
MNAPP2,Windows,,NETHERLANDS,LEIDEN,WINDOWS L1,FALSE,FALSE
MNTDEMUPS001,Windows,Win2003 Standard x64,GERMANY,HALLBERGMOOS,WINDOWS L1,FALSE,FALSE
MNTNLLE3PARMC1,Windows,Win2008 R2,NETHERLANDS,LEIDEN,WINDOWS L1,FALSE,FALSE
MNTNLLEAPP01,Windows,Win2008 R2,NETHERLANDS,LEIDEN,WINDOWS L1,FALSE,TRUE
MNTNLLEAPP02,Windows,Win2008 R2,NETHERLANDS,LEIDEN,WINDOWS L1,TRUE,FALSE
